StudentId,Time,Type,Action
6fec,"1/03/23, 14:19",Quiz,Quiz attempt viewed
efb4,"1/03/23, 14:18",System,Course viewed
a7cd,"1/03/23, 14:18",Quiz,Quiz attempt viewed
cad7,"1/03/23, 14:18",Quiz,Quiz attempt viewed
37dc,"1/03/23, 14:18",Quiz,Quiz attempt viewed
6fec,"1/03/23, 14:18",Quiz,Quiz attempt viewed
295e,"1/03/23, 14:18",Quiz,Quiz attempt viewed
8f47,"1/03/23, 14:18",Quiz,Quiz attempt viewed
62f7,"1/03/23, 14:18",Quiz,Quiz attempt viewed
cad7,"1/03/23, 14:18",Quiz,Quiz attempt viewed
a7cd,"1/03/23, 14:18",Quiz,Quiz attempt viewed
0ea4,"1/03/23, 14:18",Quiz,Quiz attempt viewed
2e3f,"1/03/23, 14:18",Quiz,Quiz attempt viewed
c9b2,"1/03/23, 14:17",Quiz,Quiz attempt viewed
6fec,"1/03/23, 14:17",Quiz,Quiz attempt viewed
aca3,"1/03/23, 14:17",Quiz,Quiz attempt viewed
d1d7,"1/03/23, 14:17",Quiz,Quiz attempt viewed
d1d7,"1/03/23, 14:17",Quiz,Quiz attempt started
cad7,"1/03/23, 14:17",Quiz,Quiz attempt viewed
2e3f,"1/03/23, 14:17",Quiz,Quiz attempt viewed
37dc,"1/03/23, 14:17",Quiz,Quiz attempt viewed
37dc,"1/03/23, 14:17",Quiz,Quiz attempt viewed
295e,"1/03/23, 14:17",Quiz,Quiz attempt viewed
37dc,"1/03/23, 14:17",Quiz,Quiz attempt viewed
a7cd,"1/03/23, 14:17",Quiz,Quiz attempt viewed
8f47,"1/03/23, 14:17",Folder,Course module viewed
8f47,"1/03/23, 14:17",System,Course viewed
62f7,"1/03/23, 14:16",Quiz,Quiz attempt viewed
0ea4,"1/03/23, 14:16",Quiz,Quiz attempt viewed
aca3,"1/03/23, 14:16",Quiz,Quiz attempt viewed
6fec,"1/03/23, 14:16",Quiz,Quiz attempt viewed
2e3f,"1/03/23, 14:16",Quiz,Quiz attempt viewed
a7cd,"1/03/23, 14:16",Quiz,Quiz attempt viewed
8f47,"1/03/23, 14:16",Folder,Course module viewed
8f47,"1/03/23, 14:16",System,Course viewed
cad7,"1/03/23, 14:16",Quiz,Quiz attempt viewed
0ea4,"1/03/23, 14:16",Quiz,Quiz attempt viewed
6fec,"1/03/23, 14:16",Quiz,Quiz attempt viewed
8f47,"1/03/23, 14:16",Quiz,Quiz attempt viewed
7bf9,"1/03/23, 14:16",System,Course viewed
0ea4,"1/03/23, 14:16",Quiz,Quiz attempt viewed
0ea4,"1/03/23, 14:16",Quiz,Quiz attempt started
2e3f,"1/03/23, 14:16",Quiz,Quiz attempt viewed
2e3f,"1/03/23, 14:16",Quiz,Quiz attempt started
62f7,"1/03/23, 14:16",Quiz,Quiz attempt viewed
62f7,"1/03/23, 14:16",Quiz,Quiz attempt started
d1d7,"1/03/23, 14:16",Quiz,Course module viewed
2e3f,"1/03/23, 14:16",Quiz,Course module viewed
0ea4,"1/03/23, 14:16",Quiz,Course module viewed
72d1,"1/03/23, 14:16",Folder,Course module viewed
0ea4,"1/03/23, 14:16",System,Course viewed
cad7,"1/03/23, 14:16",Quiz,Quiz attempt viewed
cad7,"1/03/23, 14:16",Quiz,Quiz attempt started
aca3,"1/03/23, 14:16",File,Course module viewed
62f7,"1/03/23, 14:16",Quiz,Course module viewed
72d1,"1/03/23, 14:15",System,Course viewed
aca3,"1/03/23, 14:15",System,Course viewed
72d1,"1/03/23, 14:15",Quiz,Course module viewed
cad7,"1/03/23, 14:15",Quiz,Course module viewed
6fec,"1/03/23, 14:15",Quiz,Quiz attempt viewed
62f7,"1/03/23, 14:15",System,Course viewed
c9b2,"1/03/23, 14:15",Quiz,Quiz attempt viewed
c9b2,"1/03/23, 14:15",Quiz,Quiz attempt started
a7cd,"1/03/23, 14:15",Quiz,Quiz attempt viewed
a7cd,"1/03/23, 14:15",Quiz,Quiz attempt started
295e,"1/03/23, 14:15",Quiz,Quiz attempt viewed
295e,"1/03/23, 14:15",Quiz,Quiz attempt started
d1d7,"1/03/23, 14:15",System,Course viewed
37dc,"1/03/23, 14:15",Quiz,Quiz attempt viewed
37dc,"1/03/23, 14:15",Quiz,Quiz attempt started
8f47,"1/03/23, 14:15",Quiz,Quiz attempt viewed
8f47,"1/03/23, 14:15",Quiz,Quiz attempt started
6fec,"1/03/23, 14:15",Quiz,Quiz attempt viewed
6fec,"1/03/23, 14:15",Quiz,Quiz attempt started
aca3,"1/03/23, 14:15",Quiz,Quiz attempt viewed
aca3,"1/03/23, 14:15",Quiz,Quiz attempt started
cad7,"1/03/23, 14:15",System,Course viewed
c9b2,"1/03/23, 14:15",Quiz,Course module viewed
295e,"1/03/23, 14:15",Quiz,Course module viewed
0ea4,"1/03/23, 14:15",Quiz,Course module viewed
a7cd,"1/03/23, 14:14",Quiz,Course module viewed
2e3f,"1/03/23, 14:14",System,Course viewed
0ea4,"1/03/23, 14:14",System,Course viewed
37dc,"1/03/23, 14:14",Quiz,Course module viewed
6fec,"1/03/23, 14:14",Quiz,Course module viewed
aca3,"1/03/23, 14:14",Quiz,Course module viewed
8f47,"1/03/23, 14:14",Quiz,Course module viewed
72d1,"1/03/23, 14:14",System,Course viewed
72d1,"1/03/23, 14:14",Quiz,Course module viewed
8f47,"1/03/23, 14:13",URL,Course module viewed
72d1,"1/03/23, 14:13",System,Course viewed
8f47,"1/03/23, 14:13",System,Course viewed
a7cd,"1/03/23, 14:12",File,Course module viewed
295e,"1/03/23, 14:12",Folder,Course module viewed
295e,"1/03/23, 14:12",Quiz,Course module viewed
37dc,"1/03/23, 14:12",System,Course viewed
c9b2,"1/03/23, 14:12",System,Course viewed
c9b2,"1/03/23, 14:12",Folder,Zip archive of folder downloaded
c9b2,"1/03/23, 14:12",Folder,Zip archive of folder downloaded
c9b2,"1/03/23, 14:12",Folder,Course module viewed
c9b2,"1/03/23, 14:12",System,Course viewed
c9b2,"1/03/23, 14:12",Folder,Zip archive of folder downloaded
c9b2,"1/03/23, 14:12",Folder,Zip archive of folder downloaded
295e,"1/03/23, 14:12",System,Course viewed
0ea4,"1/03/23, 14:12",Folder,Course module viewed
c9b2,"1/03/23, 14:12",Folder,Course module viewed
c9b2,"1/03/23, 14:11",System,Course viewed
aca3,"1/03/23, 14:11",URL,Course module viewed
c9b2,"1/03/23, 14:11",Folder,Course module viewed
0ea4,"1/03/23, 14:10",System,Course viewed
c9b2,"1/03/23, 14:10",URL,Course module viewed
c9b2,"1/03/23, 14:09",System,Course viewed
8f47,"1/03/23, 14:08",Quiz,Course module viewed
8f47,"1/03/23, 14:06",System,Course viewed
a7cd,"1/03/23, 14:06",URL,Course module viewed
a7cd,"1/03/23, 14:06",System,Course viewed
c38e,"1/03/23, 14:04",Folder,Course module viewed
c38e,"1/03/23, 14:04",Folder,Course module viewed
c38e,"1/03/23, 14:03",System,Course viewed
a6c7,"1/03/23, 13:55",Kaltura Video Resource,Video resource viewed
a6c7,"1/03/23, 13:55",Folder,Course module viewed
a6c7,"1/03/23, 13:54",Folder,Course module viewed
a6c7,"1/03/23, 13:54",Kaltura Video Resource,Video resource viewed
a6c7,"1/03/23, 13:54",Quiz,Course module viewed
6fec,"1/03/23, 13:51",URL,Course module viewed
6fec,"1/03/23, 13:51",System,Course viewed
6fec,"1/03/23, 13:51",Folder,Zip archive of folder downloaded
6fec,"1/03/23, 13:51",Folder,Course module viewed
6fec,"1/03/23, 13:51",System,Course viewed
6fec,"1/03/23, 13:50",Folder,Zip archive of folder downloaded
6fec,"1/03/23, 13:50",Folder,Course module viewed
6fec,"1/03/23, 13:50",System,Course viewed
6fec,"1/03/23, 13:49",Folder,Course module viewed
6fec,"1/03/23, 13:48",System,Course viewed
295e,"1/03/23, 13:47",System,Course viewed
295e,"1/03/23, 13:42",Folder,Course module viewed
295e,"1/03/23, 13:42",Folder,Course module viewed
0ea4,"1/03/23, 13:32",Folder,Course module viewed
0ea4,"1/03/23, 13:31",System,Course viewed
0ea4,"1/03/23, 13:30",Folder,Course module viewed
0ea4,"1/03/23, 13:30",Quiz,Course module viewed
0ea4,"1/03/23, 13:29",Quiz,Course module viewed
0ea4,"1/03/23, 13:29",System,Course viewed
a6c7,"1/03/23, 13:28",Folder,Course module viewed
a6c7,"1/03/23, 13:27",System,Course viewed
4c47,"1/03/23, 13:04",System,Course viewed
4c47,"1/03/23, 12:56",System,Course viewed
c38e,"1/03/23, 12:40",Folder,Course module viewed
c38e,"1/03/23, 12:39",System,Course viewed
aca3,"1/03/23, 12:39",Folder,Course module viewed
aca3,"1/03/23, 12:38",File,Course module viewed
aca3,"1/03/23, 12:38",System,Course viewed
aca3,"1/03/23, 12:38",Quiz,Course module viewed
aca3,"1/03/23, 12:37",System,Course viewed
631b,"1/03/23, 12:15",User report,Grade user report viewed
631b,"1/03/23, 12:14",Quiz,Course module viewed
631b,"1/03/23, 12:14",System,Course viewed
631b,"1/03/23, 12:14",System,User list viewed
631b,"1/03/23, 12:14",System,Course viewed
631b,"1/03/23, 12:13",User report,Grade user report viewed
631b,"1/03/23, 12:13",System,Course viewed
a7cd,"1/03/23, 12:07",Kaltura Video Resource,Video resource viewed
0ea4,"1/03/23, 12:02",Folder,Course module viewed
a7cd,"1/03/23, 12:00",File,Course module viewed
a7cd,"1/03/23, 12:00",System,Course viewed
0ea4,"1/03/23, 12:00",System,Course viewed
0ea4,"1/03/23, 11:59",Quiz,Course module viewed
0ea4,"1/03/23, 11:59",System,Course viewed
0ea4,"1/03/23, 11:59",Quiz,Course module viewed
0ea4,"1/03/23, 11:59",Folder,Course module viewed
0ea4,"1/03/23, 11:58",System,Course viewed
a7cd,"1/03/23, 11:57",Kaltura Video Resource,Video resource viewed
a7cd,"1/03/23, 11:57",System,Course viewed
a7cd,"1/03/23, 11:41",Kaltura Video Resource,Video resource viewed
295e,"1/03/23, 11:41",Quiz,Course module viewed
a7cd,"1/03/23, 11:40",System,Course viewed
295e,"1/03/23, 11:36",Folder,Course module viewed
646b,"1/03/23, 10:54",Forum,Course module viewed
646b,"1/03/23, 10:53",System,Course viewed
295e,"1/03/23, 10:42",System,Course viewed
295e,"1/03/23, 10:42",Quiz,Course module viewed
295e,"1/03/23, 10:41",System,Course viewed
295e,"1/03/23, 10:41",Quiz,Course module viewed
295e,"1/03/23, 10:39",Quiz,Course module viewed
295e,"1/03/23, 10:39",System,Course viewed
295e,"1/03/23, 10:39",Quiz,Course module viewed
295e,"1/03/23, 10:39",System,Course viewed
295e,"1/03/23, 10:38",Quiz,Course module viewed
295e,"1/03/23, 10:38",System,Course viewed
295e,"1/03/23, 10:38",System,Course viewed
295e,"1/03/23, 10:38",System,Course viewed
295e,"1/03/23, 10:38",System,Course viewed
8f47,"1/03/23, 10:23",Folder,Course module viewed
8f47,"1/03/23, 10:22",System,Course viewed
8f47,"1/03/23, 10:22",Turnitin Assignment 2,List Submissions
8f47,"1/03/23, 10:22",System,Course viewed
8f47,"1/03/23, 10:22",Quiz,Course module viewed
8f47,"1/03/23, 10:21",System,Course viewed
8f47,"1/03/23, 10:21",Turnitin Assignment 2,List Submissions
8f47,"1/03/23, 10:21",System,Course viewed
8f47,"1/03/23, 10:21",Quiz,Course module viewed
8f47,"1/03/23, 10:21",System,Course viewed
0326,"1/03/23, 10:03",System,Course viewed
0326,"1/03/23, 10:03",Folder,Course module viewed
0326,"1/03/23, 10:02",File,Course module viewed
0326,"1/03/23, 10:02",Folder,Course module viewed
0326,"1/03/23, 09:59",System,Course viewed
5ce9,"1/03/23, 09:08",System,Course viewed
5ce9,"1/03/23, 09:08",Quiz,Course module viewed
5ce9,"1/03/23, 09:08",System,Course viewed
5ce9,"1/03/23, 09:07",Quiz,Course module viewed
5ce9,"1/03/23, 09:07",System,Course viewed
c80e,"1/03/23, 09:04",System,Course user report viewed
d3e2,"1/03/23, 08:33",Folder,Course module viewed
d3e2,"1/03/23, 08:33",System,Course viewed
d3e2,"1/03/23, 08:32",System,Course viewed
d3e2,"1/03/23, 08:32",URL,Course module viewed
d3e2,"1/03/23, 08:32",System,Course viewed
d3e2,"1/03/23, 08:31",System,Course viewed
1d56,"1/03/23, 07:52",System,Course viewed
1d56,"1/03/23, 07:52",Turnitin Assignment 2,List Submissions
1d56,"1/03/23, 07:52",System,Course viewed
1d56,"1/03/23, 07:52",Quiz,Course module viewed
1d56,"1/03/23, 07:52",System,Course viewed
a6c7,"1/03/23, 06:51",Folder,Course module viewed
a6c7,"1/03/23, 06:51",System,Course viewed
a6c7,"1/03/23, 06:47",Folder,Course module viewed
a6c7,"1/03/23, 06:47",System,Course viewed
a6c7,"1/03/23, 06:46",Folder,Course module viewed
a6c7,"1/03/23, 06:43",System,Course viewed
a7cd,"1/03/23, 02:16",Kaltura Video Resource,Video resource viewed
a7cd,"1/03/23, 02:16",System,Course viewed
a7cd,"1/03/23, 01:16",Kaltura Video Resource,Video resource viewed
a7cd,"1/03/23, 01:16",System,Course viewed
a7cd,"1/03/23, 01:12",Kaltura Video Resource,Video resource viewed
a7cd,"1/03/23, 00:55",System,Course viewed
e18b,"28/02/23, 22:23",Folder,Course module viewed
e18b,"28/02/23, 22:23",System,Course viewed
e18b,"28/02/23, 22:23",Page,Course module viewed
e18b,"28/02/23, 22:23",System,Course viewed
37dc,"28/02/23, 21:19",Kaltura Video Resource,Video resource viewed
37dc,"28/02/23, 21:19",System,Course viewed
37dc,"28/02/23, 21:19",Kaltura Video Resource,Video resource viewed
37dc,"28/02/23, 21:18",System,Course viewed
0326,"28/02/23, 21:13",Folder,Course module viewed
0326,"28/02/23, 21:13",System,Course viewed
0326,"28/02/23, 21:13",Quiz,Course module viewed
0326,"28/02/23, 21:13",System,Course viewed
0326,"28/02/23, 21:12",Quiz,Course module viewed
0326,"28/02/23, 21:11",System,Course viewed
37dc,"28/02/23, 21:04",Kaltura Video Resource,Video resource viewed
37dc,"28/02/23, 21:01",URL,Course module viewed
37dc,"28/02/23, 21:00",System,Course viewed
d3e2,"28/02/23, 18:56",File,Course module viewed
d3e2,"28/02/23, 18:56",File,Course module viewed
d3e2,"28/02/23, 18:42",Folder,Course module viewed
d3e2,"28/02/23, 18:42",URL,Course module viewed
d3e2,"28/02/23, 18:42",System,Course viewed
d3e2,"28/02/23, 18:41",System,Course viewed
d3e2,"28/02/23, 18:40",URL,Course module viewed
d3e2,"28/02/23, 18:40",URL,Course module viewed
ae35,"28/02/23, 18:36",Kaltura Video Resource,Video resource viewed
ae35,"28/02/23, 18:34",System,Course viewed
ae35,"28/02/23, 18:33",Folder,Course module viewed
d3e2,"28/02/23, 18:33",Folder,Course module viewed
d3e2,"28/02/23, 18:32",System,Course viewed
ae35,"28/02/23, 18:20",Kaltura Video Resource,Video resource viewed
ae35,"28/02/23, 18:20",Kaltura Video Resource,Video resource viewed
ae35,"28/02/23, 18:05",Kaltura Video Resource,Video resource viewed
ae35,"28/02/23, 17:43",Kaltura Video Resource,Video resource viewed
ae35,"28/02/23, 17:20",Kaltura Video Resource,Video resource viewed
ae35,"28/02/23, 17:18",File,Course module viewed
ae35,"28/02/23, 17:17",System,Course viewed
ae35,"28/02/23, 17:17",Quiz,Course module viewed
de6f,"28/02/23, 16:36",System,Course viewed
322b,"28/02/23, 16:18",Folder,Course module viewed
322b,"28/02/23, 16:16",System,Course viewed
7703,"28/02/23, 16:16",System,Course viewed
322b,"28/02/23, 16:15",Folder,Course module viewed
322b,"28/02/23, 16:14",System,Course viewed
5e07,"28/02/23, 15:52",System,Course viewed
1120,"28/02/23, 15:39",File,Course module viewed
7703,"28/02/23, 15:28",Folder,Course module viewed
7703,"28/02/23, 15:28",Folder,Course module viewed
7703,"28/02/23, 15:28",Folder,Course module viewed
7703,"28/02/23, 15:28",Folder,Course module viewed
7703,"28/02/23, 15:27",System,Course viewed
1120,"28/02/23, 15:18",Kaltura Video Resource,Video resource viewed
1120,"28/02/23, 15:18",System,Course viewed
1120,"28/02/23, 14:34",System,Course viewed
1120,"28/02/23, 14:33",Folder,Course module viewed
1120,"28/02/23, 14:33",System,Course viewed
1120,"28/02/23, 14:32",Folder,Course module viewed
1120,"28/02/23, 14:32",System,Course viewed
e20f,"28/02/23, 14:27",System,Course viewed
c040,"28/02/23, 13:42",System,Course viewed
0326,"28/02/23, 13:39",Page,Course module viewed
0326,"28/02/23, 13:39",System,Course viewed
72d1,"28/02/23, 12:29",System,Course viewed
1120,"28/02/23, 12:23",Kaltura Video Resource,Video resource viewed
1120,"28/02/23, 12:23",System,Course viewed
1120,"28/02/23, 11:51",Kaltura Video Resource,Video resource viewed
1120,"28/02/23, 10:51",URL,Course module viewed
1120,"28/02/23, 10:51",System,Course viewed
a689,"28/02/23, 09:58",Quiz,Course module viewed
a689,"28/02/23, 09:58",System,Course viewed
a689,"28/02/23, 09:58",Quiz,Course module viewed
a689,"28/02/23, 09:58",System,Course viewed
d3e2,"28/02/23, 08:52",System,Course viewed
d3e2,"28/02/23, 08:47",Quiz,Quiz attempt reviewed
d3e2,"28/02/23, 08:47",Quiz,Course module viewed
d3e2,"28/02/23, 08:47",System,Course viewed
d3e2,"28/02/23, 08:46",Quiz,Quiz attempt reviewed
d3e2,"28/02/23, 08:46",Quiz,Course module viewed
d3e2,"28/02/23, 08:46",System,Course viewed
5e07,"28/02/23, 07:18",System,Course viewed
9f15,"28/02/23, 02:22",System,Course viewed
a7cd,"28/02/23, 02:11",Kaltura Video Resource,Video resource viewed
a7cd,"28/02/23, 02:07",System,Course viewed
9f15,"27/02/23, 19:47",System,Course viewed
8945,"27/02/23, 18:16",File,Course module viewed
8945,"27/02/23, 18:16",System,Course viewed
72d1,"27/02/23, 18:03",System,Course viewed
72d1,"27/02/23, 18:03",Quiz,Course module viewed
6cd6,"27/02/23, 18:02",System,Course viewed
0326,"27/02/23, 17:11",System,User list viewed
0326,"27/02/23, 17:11",System,Course viewed
bde7,"27/02/23, 16:25",System,Course viewed
6fec,"27/02/23, 16:22",System,Course viewed
6fec,"27/02/23, 16:20",Folder,Course module viewed
6fec,"27/02/23, 16:20",System,Course viewed
72d1,"27/02/23, 15:51",System,Course viewed
72d1,"27/02/23, 15:50",Quiz,Course module viewed
72d1,"27/02/23, 15:50",System,Course viewed
72d1,"27/02/23, 15:49",System,Course viewed
aca3,"27/02/23, 15:26",System,Course viewed
aca3,"27/02/23, 15:26",User report,Grade user report viewed
aca3,"27/02/23, 15:26",System,Course viewed
f517,"27/02/23, 14:48",System,Course viewed
4c47,"27/02/23, 14:06",System,Course viewed
6fec,"27/02/23, 13:23",System,Course viewed
6fec,"27/02/23, 13:23",System,Course viewed
aca3,"27/02/23, 10:29",System,Course viewed
646b,"27/02/23, 10:04",Page,Course module viewed
646b,"27/02/23, 10:04",System,Course viewed
a6c7,"27/02/23, 09:47",File,Course module viewed
a6c7,"27/02/23, 09:47",System,Course viewed
a6c7,"27/02/23, 09:46",Kaltura Video Resource,Video resource viewed
d3e2,"27/02/23, 08:41",System,Course viewed
646b,"26/02/23, 20:39",System,Course viewed
646b,"26/02/23, 20:39",System,Course viewed
646b,"26/02/23, 20:35",Page,Course module viewed
d3e2,"26/02/23, 19:30",Folder,Course module viewed
d3e2,"26/02/23, 19:30",Folder,Course module viewed
d3e2,"26/02/23, 19:30",Kaltura Video Resource,Video resource viewed
d3e2,"26/02/23, 19:16",Folder,Course module viewed
a6c7,"26/02/23, 18:00",Kaltura Video Resource,Video resource viewed
a6c7,"26/02/23, 17:59",System,Course viewed
a6c7,"26/02/23, 17:59",File,Course module viewed
4c47,"26/02/23, 17:56",System,Course viewed
4c47,"26/02/23, 17:56",Quiz,Course module viewed
4c47,"26/02/23, 17:55",System,Course viewed
0a2e,"26/02/23, 17:53",System,Course viewed
0a2e,"26/02/23, 17:52",System,Course viewed
584e,"26/02/23, 14:16",File,Course module viewed
584e,"26/02/23, 14:16",System,Course viewed
0326,"26/02/23, 13:58",Folder,Course module viewed
0326,"26/02/23, 13:58",File,Course module viewed
0326,"26/02/23, 13:56",System,Course viewed
5dae,"26/02/23, 13:03",System,Course viewed
a6c7,"26/02/23, 10:16",File,Course module viewed
a6c7,"26/02/23, 10:15",System,Course viewed
d3e2,"26/02/23, 09:36",Folder,Course module viewed
d3e2,"26/02/23, 09:35",System,Course viewed
d3e2,"26/02/23, 09:35",System,Course viewed
de6f,"26/02/23, 09:18",System,Course viewed
de6f,"26/02/23, 09:16",System,Course viewed
a6c7,"26/02/23, 08:06",Folder,Course module viewed
a6c7,"26/02/23, 08:05",File,Course module viewed
a6c7,"26/02/23, 08:03",System,Course viewed
d3e2,"26/02/23, 06:22",System,Course viewed
d3e2,"26/02/23, 06:21",System,Course viewed
d3e2,"25/02/23, 21:25",System,Course viewed
d3e2,"25/02/23, 20:18",Folder,Course module viewed
d3e2,"25/02/23, 20:18",System,Course viewed
d3e2,"25/02/23, 20:17",System,Course viewed
c426,"25/02/23, 16:05",Turnitin Assignment 2,List Submissions
c426,"25/02/23, 16:05",System,Course viewed
7fc0,"25/02/23, 11:56",System,Course viewed
646b,"25/02/23, 11:36",Page,Course module viewed
646b,"25/02/23, 11:36",System,Course viewed
d3e2,"25/02/23, 08:35",Folder,Course module viewed
d3e2,"25/02/23, 08:35",Kaltura Video Resource,Video resource viewed
d3e2,"25/02/23, 08:35",System,Course viewed
d3e2,"25/02/23, 08:34",System,Course viewed
d3e2,"24/02/23, 22:21",Kaltura Video Resource,Video resource viewed
37dc,"24/02/23, 22:15",System,Course viewed
d3e2,"24/02/23, 22:09",Quiz,Quiz attempt reviewed
d3e2,"24/02/23, 22:09",Quiz,Course module viewed
d3e2,"24/02/23, 22:09",Quiz,Quiz attempt reviewed
d3e2,"24/02/23, 22:08",Quiz,Course module viewed
d3e2,"24/02/23, 22:04",Quiz,Course module viewed
d3e2,"24/02/23, 22:01",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 21:59",System,Course viewed
d3e2,"24/02/23, 21:56",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 21:56",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 21:56",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 21:56",System,Course viewed
d3e2,"24/02/23, 21:56",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 21:56",System,Course viewed
d3e2,"24/02/23, 21:56",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 21:56",System,Course viewed
d3e2,"24/02/23, 21:55",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 21:55",System,Course viewed
d3e2,"24/02/23, 20:46",System,Course viewed
d3e2,"24/02/23, 19:54",Quiz,Quiz attempt reviewed
d3e2,"24/02/23, 19:54",Quiz,Course module viewed
d3e2,"24/02/23, 19:54",Quiz,Course module viewed
d3e2,"24/02/23, 19:49",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 19:49",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 19:48",System,Course viewed
d3e2,"24/02/23, 19:31",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 19:31",System,Course viewed
d3e2,"24/02/23, 19:30",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 19:30",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 19:30",System,Course viewed
d3e2,"24/02/23, 19:30",Kaltura Video Resource,Video resource viewed
bde7,"24/02/23, 18:26",Kaltura Video Resource,Video resource viewed
bde7,"24/02/23, 18:26",System,Course viewed
37dc,"24/02/23, 18:01",Kaltura Video Resource,Video resource viewed
37dc,"24/02/23, 18:01",System,Course viewed
37dc,"24/02/23, 17:58",Kaltura Video Resource,Video resource viewed
37dc,"24/02/23, 17:58",File,Course module viewed
37dc,"24/02/23, 17:58",System,Course viewed
37dc,"24/02/23, 17:58",Folder,Course module viewed
37dc,"24/02/23, 17:58",System,Course viewed
d3e2,"24/02/23, 16:46",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 16:45",File,Course module viewed
d3e2,"24/02/23, 16:45",System,Course viewed
d3e2,"24/02/23, 16:45",Folder,Course module viewed
d3e2,"24/02/23, 16:45",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 16:45",System,Course viewed
d3e2,"24/02/23, 16:44",Folder,Course module viewed
d3e2,"24/02/23, 16:44",System,Course viewed
d3e2,"24/02/23, 16:44",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 16:43",System,Course viewed
d3e2,"24/02/23, 16:40",Quiz,Quiz attempt reviewed
d3e2,"24/02/23, 16:40",Quiz,Course module viewed
d3e2,"24/02/23, 16:39",Folder,Course module viewed
d3e2,"24/02/23, 16:38",File,Course module viewed
d3e2,"24/02/23, 16:38",System,Course viewed
d3e2,"24/02/23, 16:35",Folder,Course module viewed
d3e2,"24/02/23, 16:35",System,Course viewed
d3e2,"24/02/23, 16:34",Folder,Course module viewed
d3e2,"24/02/23, 16:34",System,Course viewed
d3e2,"24/02/23, 16:31",Quiz,Quiz attempt reviewed
d3e2,"24/02/23, 16:31",Quiz,Course module viewed
37dc,"24/02/23, 16:30",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 16:28",System,Course viewed
d3e2,"24/02/23, 16:27",Turnitin Assignment 2,List Submissions
d3e2,"24/02/23, 16:27",User report,Grade user report viewed
d3e2,"24/02/23, 16:26",Page,Course module viewed
d3e2,"24/02/23, 16:25",System,Course viewed
d3e2,"24/02/23, 16:23",Scheduler,Scheduler booking form viewed
d3e2,"24/02/23, 16:22",System,Course viewed
37dc,"24/02/23, 16:19",System,Course viewed
37dc,"24/02/23, 16:15",System,Course user report viewed
72d1,"24/02/23, 14:35",System,Course viewed
72d1,"24/02/23, 14:34",User report,Grade user report viewed
72d1,"24/02/23, 14:34",System,Course viewed
5e07,"24/02/23, 14:09",Quiz,Course module viewed
5e07,"24/02/23, 14:08",File,Course module viewed
5e07,"24/02/23, 14:08",System,Course viewed
5e07,"24/02/23, 14:06",Quiz,Course module viewed
5e07,"24/02/23, 14:05",User report,Grade user report viewed
5e07,"24/02/23, 14:05",User report,Grade user report viewed
5e07,"24/02/23, 14:04",File,Course module viewed
5e07,"24/02/23, 14:04",File,Course module viewed
5e07,"24/02/23, 14:03",System,Course viewed
5e07,"24/02/23, 14:03",Quiz,Course module viewed
5e07,"24/02/23, 13:59",Quiz,Course module viewed
5e07,"24/02/23, 13:58",Quiz,Course module viewed
5e07,"24/02/23, 13:57",Turnitin Assignment 2,List Submissions
5e07,"24/02/23, 13:49",Quiz,Course module viewed
5e07,"24/02/23, 13:47",Quiz,Course module viewed
5e07,"24/02/23, 13:44",System,Course user report viewed
5e07,"24/02/23, 13:41",Quiz,Course module viewed
c38e,"24/02/23, 13:34",Folder,Course module viewed
c38e,"24/02/23, 13:34",System,Course viewed
c38e,"24/02/23, 13:34",Quiz,Course module viewed
c38e,"24/02/23, 13:34",System,Course viewed
c38e,"24/02/23, 13:11",Quiz,Quiz attempt reviewed
c38e,"24/02/23, 13:11",Quiz,Course module viewed
c38e,"24/02/23, 13:11",System,Course viewed
d3e2,"24/02/23, 12:54",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 12:54",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 12:53",System,Course viewed
d3e2,"24/02/23, 12:53",Kaltura Video Resource,Video resource viewed
d3e2,"24/02/23, 12:53",System,Course viewed
e2e7,"24/02/23, 11:27",Page,Course module viewed
e2e7,"24/02/23, 11:27",System,Course viewed
7703,"24/02/23, 09:30",System,Course viewed
7703,"24/02/23, 09:30",Quiz,Course module viewed
7703,"24/02/23, 09:29",System,Course viewed
6fec,"24/02/23, 09:21",Kaltura Video Resource,Video resource viewed
a6c7,"24/02/23, 09:15",Folder,Course module viewed
